Monsoon_Intensity,Topography_Drainage,River_Management,Deforestation,Urbanization,Climate_Change,Dams_Quality,Siltation,Agricultural_Practices,Encroachments,Ineffective_Disaster_Preparedness,Drainage_Systems,Coastal_Vulnerability,Landslides,Watersheds,Deteriorating_Infrastructure,Population_Score,Wetland_Loss,Inadequate_Planning,Political_Factors,Flood_Probability,Annual_Rainfall,Seasonal_Rainfall,Temperature,Humidity,Cloud_Visibility,Flood
5,3,4,7,6,5,2,4,1,3,6,1,5,8,10,8,6,5,6,4,0.495,2148.8,1264.2,27.5,74.4,6.8,0
8,5,5,,6,2,3,5,6,5,3,4,5,6,9,9,4,4,4,2,0.51,2624.2,1540.4,24.6,81.3,6.3,1
7,4,5,10,4,4,8,4,7,6,5,3,6,6,4,3,6,6,2,4,0.52,2462.3,1420,24.2,82.1,6.3,1
2,8,5,4,4,4,5,2,3,,3,3,7,4,6,5,2,5,12,5,0.47,1345.9,811.2,27,69.3,9.2,0
2,1,6,4,9,6,3,4,8,9,0,4,7,5,6,4,1,5,9,7,0.5,1472.5,834.3,29.2,59.8,8.5,1
0,4,6,4,8,10,8,8,6,,6,4,4,7,6,6,4,3,6,7,0.55,1115.2,669.6,32.7,54.4,8.5,1
4,7,7,,2,6,2,4,10,,8,4,5,6,6,3,2,11,6,4,0.55,1890.3,1141.4,26.9,76.7,7.9,1
3,4,8,4,7,5,7,4,4,7,10,2,9,7,8,5,3,3,8,7,0.575,1600.2,961.9,27,64.7,7.9,1
4,,4,4,2,9,2,7,7,7,4,3,6,9,3,3,7,3,4,5,0.51,1991.1,1142.9,30.7,66.3,7.4,1
4,5,5,5,5,7,2,3,8,6,3,6,1,6,0,5,3,6,5,3,0.44,1956.1,1120.2,27.9,72.6,8.2,0
6,5,8,4,4,11,7,3,6,3,2,5,8,4,6,4,3,4,2,7,0.51,2493.1,1474.7,34.4,75.2,5.3,1
7,2,3,6,8,10,6,6,7,5,3,7,6,4,3,4,3,7,5,6,0.54,2619.3,1527.1,32.9,87.1,5.9,1
5,8,5,6,4,3,6,1,7,3,5,3,5,5,7,2,6,5,6,4,0.48,1940.3,1164.6,25.5,69.7,7.6,0
8,3,7,6,3,6,3,7,6,5,4,3,1,9,8,4,4,10,0,5,0.51,2747.3,1587.7,26.2,94.7,5.7,1
5,2,7,4,7,4,7,9,3,6,3,6,6,5,9,8,6,11,6,7,0.605,2080.3,1197.7,26.4,84.3,6.7,1
2,2,8,6,1,5,2,3,6,2,2,5,2,5,6,4,4,6,6,5,0.41,1362,789.1,26.2,60.3,8.1,0
5,,11,5,9,5,3,4,4,5,4,1,4,6,4,4,3,4,6,7,0.5,2024.9,1182.9,27.1,71.9,7.5,1
4,4,2,6,5,3,4,5,7,6,4,3,10,5,6,8,4,4,3,3,0.48,1737.8,992,25.4,67.4,9.3,0
2,5,6,3,7,3,5,8,6,4,10,5,5,5,9,5,4,3,2,3,0.5,1308.6,780.5,25.9,52.3,8.5,1
3,5,9,4,5,4,4,7,2,3,3,4,6,5,8,5,3,2,2,7,0.455,1570.2,923.3,27.9,65.4,8.5,0
5,4,9,5,3,5,6,6,7,9,6,4,8,0,4,4,5,8,8,6,0.56,2064.8,1141.4,26.8,79,7.8,1
7,7,5,4,1,8,4,6,3,4,3,3,4,6,7,7,4,8,5,7,0.515,2572.4,1475.4,27.4,89.4,6.1,1
12,4,5,5,7,7,4,11,5,4,2,5,5,2,4,4,6,5,6,5,0.54,3657.3,2121.1,28.3,100,3.8,1
2,9,6,3,4,,4,9,5,3,3,3,11,10,6,3,6,3,2,3,0.49,1287.1,733.1,26.1,58.9,9.9,0
5,4,2,5,6,5,6,7,6,4,4,5,5,4,4,3,1,7,4,8,0.475,2065.2,1167.8,26.9,74.8,7,0
11,4,4,4,6,4,5,6,5,6,4,3,5,3,6,1,5,6,5,4,0.485,3310.1,1946.5,27,92.2,4.7,0
5,3,5,4,5,5,11,4,2,4,5,1,1,3,6,1,5,2,6,5,0.415,2072.5,1185.9,28.2,68.6,7.3,0
6,7,4,6,3,2,1,3,9,5,7,6,3,3,5,1,5,2,5,5,0.44,2176.6,1248.4,23.9,70.9,7.8,0
5,2,7,4,7,10,10,2,1,4,1,1,5,6,4,3,6,10,3,5,0.48,2318,1332.1,32.9,80.5,7.2,0
2,2,4,5,8,7,4,5,2,7,5,6,6,3,2,4,3,6,7,3,0.455,1450.6,834.4,30.2,59,8.5,0
3,2,6,10,4,3,8,3,6,6,3,2,7,5,7,3,5,6,4,6,0.495,1557.2,874.5,26.9,68.9,7.9,0
7,3,7,5,4,9,7,6,1,5,4,9,4,2,3,9,3,6,6,7,0.535,2746.9,1603.3,30.9,75.2,5.6,1
8,9,7,9,3,2,10,3,9,5,6,6,5,5,3,10,6,2,2,5,0.575,2609.1,1545.8,23.6,75.3,6.8,1
3,,6,6,5,7,2,8,9,7,7,2,3,5,1,4,6,8,7,2,0.545,1725.4,1007.2,30,73.4,8.3,1
8,7,5,5,6,4,5,3,5,5,3,5,5,2,6,5,5,3,6,6,0.495,2737.4,1591.6,27.3,82.6,6.1,0
10,6,5,5,6,5,5,3,9,3,3,8,6,2,6,4,6,6,6,6,0.55,3138.4,1786.4,26.2,91,4,1
2,6,2,5,5,4,3,6,8,3,4,7,3,2,12,3,7,5,8,3,0.49,1424.8,817.5,25.6,62.8,9.6,0
3,2,6,3,6,6,6,7,7,5,4,3,8,4,8,5,2,2,7,4,0.49,1674,996.6,29.2,61.5,7.5,0
2,7,4,7,3,9,4,4,9,3,3,2,4,2,7,10,5,7,6,3,0.505,1551.6,917.2,32.2,65.1,7.8,1
1,6,6,7,7,7,5,7,1,5,5,10,7,3,6,5,7,5,2,5,0.535,1278.1,718.9,28.6,56.1,9.2,1
5,2,5,6,10,5,2,6,6,2,3,3,7,10,5,6,6,5,7,6,0.535,2092.9,1190.8,29.5,73.4,6.7,1
4,9,4,4,4,4,2,0,9,10,4,6,6,2,9,4,3,8,7,6,0.525,1852.7,1063.6,25.5,68.4,8.7,1
3,10,7,3,6,7,4,5,8,1,3,5,5,6,4,2,5,4,4,6,0.49,1735.4,987.2,29.3,68.1,8.5,0
5,8,5,9,4,3,5,7,8,6,3,6,8,3,2,6,6,3,10,3,0.55,2027.4,1173.8,25.7,67.1,7.8,1
7,8,5,1,6,3,4,6,6,4,7,3,6,7,6,5,8,3,3,6,0.52,2443.1,1407.7,25,76.9,7.3,1
4,8,4,5,4,10,7,3,9,4,4,5,5,3,6,7,10,4,6,6,0.57,2045.1,1168.1,30.8,68.7,7.8,1
5,1,7,2,2,5,9,2,5,4,6,3,5,2,7,5,7,3,3,1,0.42,1972.9,1102.5,26.4,66.4,6.8,0
0,6,5,7,6,8,2,1,10,10,3,6,3,5,8,5,6,3,5,10,0.545,1074.8,634.9,31.1,47.2,8.7,1
4,8,7,,6,4,9,7,4,2,5,4,1,4,4,2,5,3,4,3,0.44,1854.8,1080.7,27.1,67.3,8.2,0
4,7,3,6,3,6,5,5,9,8,3,2,4,7,4,2,2,7,10,2,0.495,1840.7,1061.5,27.3,74.2,8.1,0
3,6,8,8,2,10,3,2,6,6,4,6,4,1,3,8,4,4,7,6,0.505,1797.1,1027.5,31.6,65.3,7.5,1
4,6,3,3,6,5,2,8,3,6,5,2,3,6,8,6,4,5,2,9,0.48,1883.2,1051.1,27.7,71.2,7.7,0
8,7,4,11,3,5,3,2,6,2,4,5,3,5,1,4,7,5,3,3,0.455,2737.6,1603,24.7,85.4,6.5,0
2,3,8,2,5,1,3,2,4,7,3,4,5,7,7,4,5,5,4,2,0.415,1256.1,728.4,24.1,54.7,9,0
9,6,3,5,4,6,2,5,5,9,7,4,5,2,6,2,5,2,3,7,0.485,2997,1731.8,26.8,87.7,5.9,0
3,2,6,7,6,4,6,5,12,7,3,6,5,8,4,5,3,5,6,8,0.555,1638,945.8,27,67.4,7.9,1
6,5,6,4,6,6,,6,4,6,6,4,10,5,2,4,1,4,6,8,0.525,2363.1,1385.8,29,77.2,6.2,1
5,6,8,8,3,5,5,5,3,8,3,3,3,6,1,5,7,4,6,5,0.495,2066.4,1213.6,25.5,70.1,7.4,0
6,2,4,5,4,9,4,7,5,3,6,7,6,6,7,5,2,5,10,4,0.535,2375.1,1379.3,31,75,7.1,1
2,4,7,3,,6,7,3,5,6,10,7,6,1,6,8,3,4,6,6,0.52,1454.2,873.1,29.4,53.8,8.8,1
4,3,4,2,6,8,6,2,4,7,3,3,5,3,2,2,7,7,5,10,0.465,1931,1146.5,30.7,72.3,7.7,0
6,1,10,4,5,3,5,3,5,7,2,6,5,5,6,4,4,9,3,3,0.48,2283.3,1329.1,24.9,82.3,6.1,0
7,2,5,5,4,4,7,2,4,6,7,10,6,6,4,4,4,4,3,3,0.485,2524.9,1470.1,25.7,81.9,6.3,0
4,7,2,4,9,5,,5,5,6,6,6,5,0,4,4,5,5,7,6,0.485,1850.3,1084.3,29.1,66.1,8.6,0
7,8,7,6,4,6,6,7,6,5,7,6,4,6,7,7,6,7,6,8,0.63,2534.2,1490.8,27.5,82.1,6.7,1
4,2,8,5,2,3,8,3,5,9,11,3,3,6,3,5,8,11,5,4,0.54,1770.9,1037.3,24.5,73.7,8,1
5,5,6,6,7,4,6,5,5,7,3,6,6,4,5,6,2,8,6,4,0.53,2030.8,1202.9,25.9,77,7.5,1
1,3,4,5,12,7,7,5,6,7,4,8,6,6,5,9,3,6,3,8,0.575,1258.9,716.8,30.7,58.1,8.7,1
5,4,3,3,5,3,5,7,7,3,6,5,6,4,5,4,9,6,5,6,0.505,1959.8,1076,26.7,73.9,7.7,1
5,5,0,7,4,4,6,5,2,7,6,7,3,5,7,4,9,6,7,5,0.52,2026.7,1142.4,24.9,71.9,8.1,1
7,3,5,7,6,1,5,6,8,4,3,3,4,3,4,4,6,3,3,3,0.44,2478.1,1436,25.1,72.8,7.3,0
3,7,3,4,2,2,5,13,5,3,3,3,6,4,12,8,7,4,5,3,0.51,1553,874,23.3,66.7,9.3,1
3,10,6,,2,3,5,5,5,5,11,6,1,2,3,6,6,3,1,6,0.47,1559.3,910.1,26.2,58.8,8.7,0
5,4,4,2,2,4,2,5,6,8,7,3,3,6,6,7,7,3,4,5,0.465,2049.5,1212.8,26.2,70.8,7.6,0
2,7,6,4,8,6,6,8,1,2,8,3,4,13,6,6,8,6,6,10,0.6,1461.5,849.7,27.9,60.1,8.6,1
2,6,5,8,6,7,7,3,5,2,1,2,6,5,5,5,12,6,8,2,0.515,1432.1,826.6,31,60,8.9,1
7,7,4,8,11,3,3,7,3,4,2,5,4,13,2,7,10,2,4,3,0.545,2451,1446.9,25.3,77.9,6.7,1
6,1,5,4,3,5,2,3,7,8,10,2,4,7,2,7,9,3,8,5,0.505,2332,1369.3,25.7,76.8,6.3,1
8,3,3,3,1,2,5,9,5,5,4,2,4,3,6,4,4,7,5,5,0.44,2664.4,1540.8,21.7,87.7,6.9,0
3,8,9,3,2,3,8,8,6,7,8,8,10,9,4,3,5,3,3,2,0.56,1580.6,940.7,25.6,60,10,1
2,8,2,7,7,5,4,7,7,4,6,7,9,6,4,9,6,4,6,7,0.585,1346.6,758.8,29,57.9,8.8,1
6,3,4,4,5,4,3,3,5,5,6,6,0,1,7,5,3,6,8,4,0.44,2255.2,1329.6,26.7,76.5,7.1,0
5,4,4,8,3,0,6,5,6,9,6,0,3,4,7,11,5,7,6,6,0.525,1940,1166.4,22.3,73.6,8.4,1
7,5,2,2,5,3,4,9,3,1,4,3,4,3,6,4,4,3,3,7,0.41,2378.2,1361.1,25.1,79.8,6.5,0
6,4,4,2,8,3,3,3,3,6,6,9,6,8,4,4,7,3,1,6,0.48,2242.7,1289.7,27.3,75.5,7.4,0
3,5,4,4,1,10,4,4,5,2,4,7,6,8,4,5,6,6,5,5,0.49,1796.6,1064.3,31.2,65.6,7.1,0
6,3,9,10,6,7,9,6,3,8,9,3,8,8,7,2,6,5,6,5,0.63,2425.4,1435.2,29.3,77.6,6.4,1
3,3,4,4,3,2,7,3,7,2,7,6,5,5,7,4,8,2,5,5,0.46,1488.8,860.4,22.5,57.9,8.5,0
7,9,5,2,1,3,10,5,1,3,6,12,5,3,3,4,7,6,2,4,0.49,2431.4,1392.2,23.9,83,7.1,0
7,5,4,6,5,6,9,4,6,6,2,4,0,5,3,6,10,4,5,2,0.495,2507.1,1434.5,27.9,78.2,6.5,0
3,3,5,4,3,4,5,5,8,7,4,6,5,1,3,7,6,6,6,5,0.48,1605.5,918.9,26.5,66.5,8.9,0
5,4,9,12,6,4,8,3,5,6,1,5,8,7,7,4,5,6,4,2,0.555,2075.1,1245.4,26,76,6.9,1
4,6,8,4,4,3,3,2,2,1,7,5,5,5,3,5,3,4,4,5,0.415,1776.8,1029,23.7,64.2,7.8,0
7,5,4,6,3,5,4,2,6,5,6,6,4,10,2,4,4,6,6,5,0.5,2481.7,1458.8,26.7,82.1,6,1
11,5,7,5,5,7,3,3,3,4,2,4,4,2,9,4,5,5,4,8,0.5,3488.5,1990,27.9,97,4.4,1
2,5,7,5,4,10,5,7,6,6,4,2,3,3,4,4,6,5,10,5,0.515,1538.3,885.6,31.9,61.3,7.9,1
4,5,7,9,2,3,2,5,7,5,1,1,4,6,9,7,2,9,3,1,0.46,1791.6,1053.5,24.4,79.9,8.2,0
5,8,2,4,,5,4,3,9,3,4,8,7,6,6,3,9,6,3,7,0.54,2057.9,1205.1,25.7,78.3,8.8,1
5,2,3,6,7,0,5,7,4,7,4,2,3,4,4,4,3,8,8,5,0.455,1844.4,1044.1,24.1,81.1,7.7,0
6,3,2,8,4,4,2,0,6,5,4,8,5,3,4,4,6,5,6,1,0.43,2243.4,1316.7,25.5,81.6,6.9,0
3,3,5,6,6,6,4,5,3,6,5,10,3,7,11,3,7,3,4,6,0.53,1628.5,944.4,28.1,59.9,8.4,1
6,5,5,4,5,6,6,6,6,6,2,2,3,5,3,3,11,5,4,5,0.49,2349.1,1395,28.1,79.3,6.6,0
5,5,1,1,6,4,3,6,5,7,5,5,3,7,5,6,7,2,3,7,0.465,2006.5,1150.3,26.3,68.9,7.6,0
2,5,8,8,3,6,5,2,6,5,9,6,5,4,10,3,5,2,7,6,0.535,1420.2,845.2,28.2,57.5,8.4,1
3,4,5,8,3,4,2,6,5,5,3,9,2,9,4,4,8,3,1,2,0.45,1590.4,895.4,26.3,66.3,8.3,0
7,9,4,4,6,9,1,5,4,3,6,3,7,3,3,5,5,2,4,5,0.475,2696.3,1628.4,30.8,76.1,6.6,0
0,4,5,,2,4,6,8,8,9,8,7,7,7,4,7,6,1,5,3,0.53,984,569,26,47.4,9.6,1
3,4,6,4,3,3,9,7,6,8,3,3,5,5,4,10,5,5,2,8,0.515,1619.9,944,26.4,66.4,8.5,1
4,5,4,6,4,4,10,5,1,1,8,5,6,5,3,6,8,3,5,6,0.495,1861.1,1129,26.7,66.3,8,0
7,6,9,7,5,7,7,6,3,7,8,5,12,5,6,5,3,7,7,7,0.645,2501,1473.8,30.2,84.1,6.4,1
9,0,4,6,6,6,5,3,5,3,2,5,5,2,10,6,7,6,8,5,0.515,2996.6,1749.2,27.4,89.2,4.4,1
4,5,6,4,7,9,3,3,9,6,3,9,7,6,5,9,5,1,5,7,0.565,2003.9,1178.8,32.2,61.3,7.2,1
6,7,10,7,0,3,4,5,7,5,5,3,4,13,2,7,3,4,3,6,0.52,2246.9,1271.9,23.6,68,8,1
3,5,5,6,5,5,9,3,4,6,7,9,3,3,4,5,9,4,4,5,0.52,1617.7,964.3,27.7,66.3,8.8,1
6,4,5,3,4,5,4,5,5,2,6,5,4,4,5,2,6,7,9,4,0.475,2330.7,4898.16,26.8,78,7.2,0
2,2,2,5,9,4,5,3,3,3,4,11,8,6,3,5,5,4,5,5,0.47,1312.1,753.5,28.7,59.3,8.9,0
4,6,3,8,2,7,2,3,4,5,4,3,4,6,3,5,7,3,7,4,0.45,1939.3,1177.8,27.5,58.6,7.9,0
4,4,7,2,6,8,8,6,4,4,4,5,4,4,3,2,1,7,4,7,0.47,1973.5,1126.1,29.4,67.9,7.3,0
1,6,6,4,3,3,4,2,4,4,4,2,2,7,3,7,6,5,5,12,0.45,1221.2,713.5,25.6,59.7,9.1,0
4,1,2,4,5,3,6,1,7,11,7,1,4,5,6,5,6,4,8,1,0.455,1813.6,1051.2,25.5,65.6,7.2,0
5,8,5,6,5,1,6,5,8,4,7,7,5,9,2,6,6,4,9,3,0.555,1952.3,1161.9,23.2,73.2,7.8,1
5,2,6,4,4,9,6,5,4,3,5,3,2,8,1,4,2,8,5,6,0.46,2230.1,1261.8,46.8,76.7,5.9,0
8,3,2,2,3,9,6,5,6,5,4,2,2,6,5,6,3,3,6,5,0.455,2933,1700.9,31.8,83.7,5.6,0
7,3,2,3,8,4,5,5,5,6,7,3,4,6,5,6,5,2,5,6,0.485,2494.7,1484,26.2,76.3,6.3,0
4,5,8,4,6,5,3,5,6,4,2,8,3,4,3,6,3,5,5,6,0.475,1873.1,1102.8,27.5,68.5,7.3,0
5,4,1,3,8,2,2,6,6,4,5,5,9,7,5,8,5,2,5,5,0.485,2019.5,1162.2,25.2,73.6,8.4,0
7,3,6,4,1,3,10,6,4,6,3,6,4,5,4,8,7,3,4,3,0.485,2447.6,1409.6,22.8,74.5,6.4,0
4,4,4,8,3,3,4,4,4,2,5,6,4,4,9,6,7,3,1,4,0.445,1840.2,1084.7,23.6,65.5,7.8,0
4,4,4,5,6,1,6,3,4,8,3,6,6,7,8,6,3,4,5,7,0.5,1711.1,1026.7,24.5,64.9,8.1,1
5,7,2,5,1,8,7,7,7,5,3,5,5,4,5,2,6,7,4,4,0.495,2157.7,1207,27.9,74.4,6.9,0
6,3,4,7,1,4,5,9,4,7,3,6,10,2,7,7,4,2,4,6,0.505,2296.5,1345.1,24.6,68.1,6.9,1
8,3,4,7,4,7,3,7,0,4,8,5,7,2,3,10,6,3,6,11,0.54,2762.6,1595.4,29.6,81.7,6.3,1
4,4,4,5,5,2,5,5,3,3,6,3,4,2,0,6,4,6,4,2,0.385,1788,982.9,25.1,66.3,8.8,0
3,9,3,2,4,8,4,4,4,5,4,7,4,3,5,6,7,5,3,1,0.455,1755.3,1041,29.7,57.5,8.5,0
7,4,7,6,6,7,6,7,2,,3,3,5,3,8,4,6,7,6,2,0.515,2572.3,1518,28.5,83.2,6,1
5,1,7,2,3,5,4,4,4,4,9,5,3,4,4,9,7,7,4,7,0.49,2033.5,1225.2,27.1,73.6,7.1,0
6,2,9,1,3,6,6,5,3,,1,10,8,6,3,6,5,5,6,10,0.535,2357.7,1371.8,26.9,75.7,6.2,1
4,4,7,6,7,,2,4,5,5,6,3,5,4,10,2,3,8,2,5,0.49,1858.6,1056.3,29,69.2,7.8,0
4,4,6,9,8,3,5,4,7,5,3,5,2,7,4,7,5,7,3,4,0.51,1756.6,992.7,26.3,74.8,7.9,1
3,2,5,4,5,9,5,4,4,6,8,3,5,6,8,5,3,3,1,7,0.48,1788.5,1094,31.8,59.6,7.6,0
5,4,3,1,2,7,3,3,6,5,4,4,5,5,8,3,8,5,3,2,0.43,2186.2,1324.9,27,70.3,7,0
10,4,2,4,6,5,4,8,7,5,3,8,7,6,6,8,6,4,5,6,0.57,3257.2,1944.1,27.4,87.6,5.1,1
6,7,3,6,2,4,2,2,6,4,9,2,4,6,4,4,7,8,4,7,0.485,2259.8,1279.3,24.6,78.1,6.3,0
3,6,5,4,4,8,4,5,7,9,5,4,6,5,6,8,3,2,8,2,0.52,1715.2,985.7,29.2,59.4,8.3,1
2,8,4,4,13,5,8,6,6,4,2,4,7,6,3,3,9,6,8,9,0.585,1390.7,789.4,29.6,58.6,9,1
5,1,5,4,5,5,7,6,3,9,6,5,7,4,4,7,5,6,8,4,0.53,2107.2,1218.8,25.7,75.6,6.6,1
3,5,3,5,7,2,7,6,3,6,6,6,7,3,3,7,9,7,8,2,0.525,1561.5,937.4,24.1,65.2,8.4,1
2,8,4,2,7,2,8,5,4,5,3,6,3,6,7,4,6,5,4,3,0.47,1390.7,765.3,24.9,57.2,9.4,0
8,9,7,3,6,5,6,4,4,8,9,4,9,3,4,9,9,9,3,9,0.64,2716,1561.1,27.4,94.8,5.8,1
2,4,1,4,4,4,3,2,3,6,5,8,6,4,6,3,6,3,1,4,0.395,1363.4,801.7,26.9,55.4,8.3,0
4,6,4,3,4,5,6,5,7,5,4,4,6,5,8,4,9,3,0,4,0.48,1820.6,1051.6,27.4,62.7,8,0
5,2,2,5,2,6,3,5,1,4,2,6,5,7,5,7,4,4,3,2,0.4,2031.3,1157.3,27.3,71.4,7.4,0
4,7,8,6,5,3,5,4,6,7,6,9,5,8,5,5,6,3,11,7,0.6,1801.8,1048.3,25.9,63.2,8.8,1
10,9,7,0,5,5,3,10,6,7,6,5,3,5,2,8,4,8,7,5,0.575,3092.2,1794.2,28.1,95.4,5,1
3,6,3,6,5,2,4,3,2,5,3,5,4,4,5,4,5,2,6,6,0.415,1522.5,840,23.8,59.8,8.1,0
4,5,3,5,4,7,7,4,7,4,7,4,6,3,4,7,7,7,7,7,0.545,1994.3,1179.1,30.1,67.7,7.4,1
7,7,5,3,12,3,7,9,3,7,2,2,6,7,3,4,7,4,2,5,0.525,2440,1402.5,27.6,81.5,6.9,1
3,3,8,7,7,6,2,6,2,8,5,10,2,0,4,6,6,5,3,5,0.49,1668.9,984.6,28.9,67.9,8.4,0
7,9,1,1,3,8,7,6,1,8,9,2,10,2,5,2,3,4,6,4,0.49,2630.9,1522.4,30.7,78.1,6.7,0
4,3,7,8,6,8,6,4,4,4,3,6,5,5,4,3,6,3,5,9,0.515,1943.8,1116,29.4,61.2,6.9,1
0,7,8,6,3,4,5,4,6,6,5,6,6,5,6,3,4,12,8,8,0.56,961.7,548.8,27.6,63.5,10,1
3,1,4,3,4,3,,7,5,6,5,6,5,7,4,3,4,4,4,3,0.41,1554.9,896.4,26,63,8.1,0
4,9,4,2,4,2,8,6,5,8,4,4,8,6,5,3,6,5,5,3,0.505,1744.4,1025.8,25,66.1,9.3,1
5,6,6,8,5,3,4,5,2,5,4,2,1,9,9,7,4,2,2,6,0.475,1998.7,1135.1,24.9,75.5,7.6,0
2,5,2,3,2,6,7,6,6,4,9,8,4,6,5,1,5,5,5,6,0.485,1425.4,830.9,28.7,56.3,8.8,0
3,7,7,6,6,7,,5,2,5,4,2,3,7,6,5,7,8,7,6,0.55,1698.6,982.8,29.2,67.2,8,1
1,8,9,4,4,1,2,3,5,5,4,8,6,7,7,5,6,8,4,6,0.515,1092.6,604.4,23.3,61,10,1
2,4,3,4,5,,3,5,4,7,5,3,5,6,7,6,6,8,5,6,0.49,1448.5,862.5,26.6,66.6,9.2,0
9,2,3,1,7,6,7,2,2,4,4,9,6,7,8,3,4,7,6,10,0.535,3048.9,1773.2,27.5,91.1,5.9,1
4,3,4,3,8,5,5,8,3,10,4,3,4,5,6,4,7,5,5,5,0.505,1756,999.9,28.7,65.5,7.5,1
8,,2,9,4,3,10,6,2,3,8,7,0,2,7,7,9,4,5,10,0.56,2653.6,1522.4,25,75.1,7.1,1
3,1,3,2,4,3,2,3,4,5,3,6,2,5,4,5,1,1,5,4,0.33,1534.1,905.6,25.2,56.8,7.8,0
7,6,7,8,5,2,3,5,8,9,4,2,3,3,7,5,2,10,5,7,0.54,2462.1,1463.9,25.8,95.9,6.9,1
7,7,9,5,5,7,4,9,5,6,5,7,4,5,3,9,2,6,4,1,0.55,2599,1497.6,28.3,81.5,6.8,1
2,,4,4,5,5,3,5,6,5,6,2,4,2,1,6,9,6,4,4,0.435,1373.1,789.4,27.6,62.6,8.3,0
8,8,7,6,7,8,6,7,4,4,5,8,5,11,3,9,3,8,7,8,0.66,2781.7,1646.3,30,90.6,5.6,1
6,6,4,3,5,8,9,2,3,6,5,3,3,1,5,6,3,6,4,5,0.465,2449.4,1405.4,28.8,82.5,6.5,0
5,3,3,6,5,5,5,6,6,4,5,5,3,9,3,4,5,4,4,5,0.475,2068.5,1187.5,27.9,69.4,7.2,0
3,6,6,3,7,4,6,9,4,7,8,7,8,6,10,7,6,10,4,9,0.65,1643.7,920.8,27.5,70.7,9,1
5,2,7,9,4,5,3,8,5,6,6,4,6,8,3,5,5,9,8,6,0.57,2010,1159.1,26.8,78.4,7.4,1
4,6,5,2,9,3,7,2,5,3,5,7,6,9,1,5,4,3,6,3,0.475,1783.9,1083.3,26.6,68.3,8.5,0
4,8,2,4,4,4,6,3,9,5,5,8,6,8,4,4,5,1,4,3,0.485,1919.4,1136.6,24.7,61.3,8.2,0
6,4,3,7,10,2,7,4,7,8,4,4,3,8,6,5,2,9,5,4,0.54,2182.6,1258.4,25.9,83.2,7,1
4,5,4,5,2,4,4,3,10,5,6,8,4,6,0,3,2,3,5,7,0.45,1860.4,1075.7,24.3,67.3,7.9,0
3,8,8,5,4,1,4,6,4,7,5,6,4,4,7,4,4,5,5,5,0.495,1471.5,901,23.8,58.2,8.9,0
8,1,5,2,3,4,8,4,4,4,4,4,3,2,4,6,5,6,5,6,0.44,2669.1,1549.3,24.4,83.8,5.7,0
6,5,5,5,7,5,4,4,6,4,2,7,6,8,6,7,5,7,5,6,0.55,2317.5,1345.6,28.3,81.1,6.7,1
5,7,5,7,6,8,4,5,6,,9,6,2,7,7,4,4,4,8,5,0.56,2191,1255.9,30.5,69.4,7.4,1
3,4,6,3,1,7,10,3,3,5,4,6,4,4,2,3,4,8,7,6,0.465,1683,958.6,27.7,66.1,7.4,0
5,4,7,2,7,3,4,3,9,2,4,6,5,5,6,3,3,1,8,5,0.46,1975.1,1144.4,27,69.9,7.4,0
6,6,0,12,7,3,3,3,2,5,13,2,6,4,1,2,4,6,4,3,0.46,2231.4,1223.3,26.6,100,7.2,0
7,2,8,10,3,2,4,5,5,8,1,2,6,7,3,3,13,5,6,5,0.525,2452,1456.7,22.9,84.4,6.9,1
9,3,5,7,5,4,7,5,5,7,4,7,3,10,8,7,6,3,5,5,0.575,2910.1,1707,25.6,83.3,5.2,1
4,5,6,2,2,2,6,3,4,5,4,4,6,3,7,4,9,7,7,3,0.465,1761.1,1021.9,23.3,74.2,8.4,0
8,2,8,4,9,4,7,7,6,7,3,6,4,5,10,4,4,8,7,5,0.59,2704,1552.4,27.2,91,4.9,1
5,1,8,7,5,4,5,2,2,6,5,6,3,8,7,2,4,3,9,6,0.49,2018,1172.5,25.9,65.7,7.2,0
4,8,4,3,7,8,6,4,5,8,5,4,5,7,7,8,5,4,4,6,0.56,1954.6,1140.6,31.1,68.1,7.2,1
6,2,8,2,6,6,4,5,4,7,6,3,3,9,2,6,4,6,4,2,0.475,2324.8,1368.1,28.9,82.2,6.9,0
6,5,4,6,2,2,3,9,6,4,5,3,4,5,3,8,8,5,4,2,0.47,2170.3,1200.7,23.9,80,7.7,0
7,3,5,4,4,4,3,8,1,8,6,7,5,5,8,1,6,5,5,4,0.495,2513.6,1435.8,27.5,83.1,6.5,0
7,7,4,7,3,1,9,5,8,5,8,6,5,5,5,9,6,5,7,8,0.6,2427.7,1403.7,23.7,78.9,6.9,1
7,2,7,8,5,5,7,7,7,7,4,5,3,1,5,8,4,8,3,5,0.54,2498.3,1417.9,27.7,82.6,6.4,1
1,5,4,4,8,3,7,5,9,1,3,3,7,4,5,4,5,3,6,7,0.47,1087.7,597.3,27.1,53,9.5,0
9,3,4,6,6,2,8,,5,6,5,10,7,7,8,2,4,2,2,4,0.52,2909.7,1672.4,24.4,81.9,6,1
7,6,5,3,4,5,4,6,8,4,1,6,8,6,5,4,9,7,6,5,0.545,2495.2,1437.4,26.2,81.8,7,1
8,4,6,3,4,3,8,3,2,6,7,7,7,1,5,8,8,5,3,3,0.505,2660.2,1526.7,24.6,86.7,6.5,1
